LINE,0.0,jsoup-1_8_3-2-Entities-122,KULCZYNSKI2,100,100,12217,"00 min, 12 sec"
DUA,0.7536945812807881,jsoup-1_8_3-2-Entities-122,WONG3,10,7,32856,"00 min, 32 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,KULCZYNSKI2,100,100,32856,"00 min, 32 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,OP,100,100,12217,"00 min, 12 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,MINUS,100,100,32856,"00 min, 32 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,WONG3,100,100,12217,"00 min, 12 sec"
DUA,0.7071067811865476,jsoup-1_8_3-2-Entities-122,OCHIAI,10,7,32856,"00 min, 32 sec"
LINE,0.9664570230607966,jsoup-1_8_3-2-Entities-122,TARANTULA,39,38,12217,"00 min, 12 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,ZOLTAR,100,100,12217,"00 min, 12 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,DRT,100,100,12217,"00 min, 12 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,ZOLTAR,100,100,32856,"00 min, 32 sec"
LINE,0.2,jsoup-1_8_3-2-Entities-122,JACCARD,39,38,12217,"00 min, 12 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,MCCON,100,100,12217,"00 min, 12 sec"
LINE,0.0,jsoup-1_8_3-2-Entities-122,MINUS,100,100,12217,"00 min, 12 sec"
DUA,0.9956803455723543,jsoup-1_8_3-2-Entities-122,TARANTULA,10,7,32856,"00 min, 32 sec"
DUA,0.6666666666666666,jsoup-1_8_3-2-Entities-122,JACCARD,10,7,32856,"00 min, 32 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,DRT,100,100,32856,"00 min, 32 sec"
LINE,0.3333333333333334,jsoup-1_8_3-2-Entities-122,OCHIAI,39,38,12217,"00 min, 12 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,MCCON,100,100,32856,"00 min, 32 sec"
DUA,0.0,jsoup-1_8_3-2-Entities-122,OP,100,100,32856,"00 min, 32 sec"
